100057,11798,229,234,2010-05-10 06:26,2011-02-07 18:39,2010-05-10 06:27,2011-02-07 18:39,0
100058,10879,318,220,2010-05-28 05:32,2010-12-26 21:11,2010-05-28 05:33,2010-12-26 21:11,0
100059,10125,204,316,2010-07-20 20:06,2011-03-22 06:04,2010-07-20 20:07,2011-03-22 06:06,1
100060,18815,310,215,2011-03-19 06:56,2011-06-25 22:23,2011-03-19 06:57,2011-06-25 22:23,0
100061,15590,299,211,2011-07-01 08:04,2011-08-30 03:53,2011-07-01 08:06,2011-08-30 03:53,1
100062,18512,243,279,2010-11-01 13:33,2011-03-11 19:43,2010-11-01 13:34,2011-03-11 19:44,0
100063,13853,317,237,2011-01-20 06:33,2011-02-04 01:34,2011-01-20 06:33,2011-02-04 01:34,0
100064,13985,219,263,2010-03-24 15:38,2010-06-30 10:06,2010-03-24 15:40,2010-06-30 10:08,0
100065,13635,253,252,2010-09-22 15:07,2011-03-30 10:45,2010-09-22 15:08,2011-03-30 10:47,1
100066,17870,237,294,2010-04-13 07:36,2011-05-09 07:27,2010-04-13 07:37,2011-05-09 07:29,0
100067,16134,233,294,2010-11-26 20:15,2011-04-29 21:59,2010-11-26 20:16,2011-04-29 22:00,1
100068,15295,270,241,2011-03-30 08:49,2011-07-02 05:40,2011-03-30 08:50,2011-07-02 05:40,1
100069,17712,240,205,2011-03-30 09:29,2011-04-19 21:50,2011-03-30 09:29,2011-04-19 21:51,1
100070,13303,301,254,2011-08-08 21:48,2011-08-19 13:18,2011-08-08 21:49,2011-08-19 13:18,0
100071,10719,227,317,2011-02-08 20:18,2011-06-12 12:41,2011-02-08 20:19,2011-06-12 12:43,0
100072,16549,218,252,2011-05-21 13:59,2011-05-27 07:18,2011-05-21 14:01,2011-05-27 07:18,1
100073,12694,211,276,2010-05-25 08:02,2011-01-13 18:57,2010-05-25 08:03,2011-01-13 18:57,1
100074,17761,209,213,2010-08-26 04:21,2010-10-05 11:48,2010-08-26 04:21,2010-10-05 11:48,0
100075,18996,276,201,2011-02-15 10:21,2011-05-04 18:30,2011-02-15 10:22,2011-05-04 18:30,0
100076,16704,250,271,2010-08-17 16:54,2010-12-04 04:21,2010-08-17 16:55,2010-12-04 04:21,0
100077,14668,314,313,2011-07-27 10:15,2011-08-02 12:23,2011-07-27 10:17,2011-08-02 12:24,0
100078,10214,215,280,2011-05-14 07:42,2011-07-27 20:46,2011-05-14 07:43,2011-07-27 20:47,0
100079,12804,210,224,2010-12-02 11:04,2011-05-15 18:05,2010-12-02 11:05,2011-05-15 18:06,0
100080,14573,252,283,2010-01-14 06:26,2010-04-03 13:04,2010-01-14 06:27,2010-04-03 13:05,0
100081,13051,314,251,2010-11-12 20:53,2011-05-07 17:24,2010-11-12 20:53,2011-05-07 17:25,0
100082,14290,276,233,2010-12-15 05:52,2011-01-01 22:05,2010-12-15 05:53,2011-01-01 22:05,1
100083,11324,217,274,2010-02-28 01:26,2010-07-02 08:41,2010-02-28 01:26,2010-07-02 08:43,0
100084,17914,286,273,2010-11-25 05:20,2011-05-11 17:41,2010-11-25 05:21,2011-05-11 17:43,0
100085,14187,236,279,2010-07-19 10:45,2011-06-13 12:17,2010-07-19 10:46,2011-06-13 12:18,0
100086,19457,228,264,2010-09-28 05:58,2010-12-14 11:55,2010-09-28 05:58,2010-12-14 11:55,0
100087,16821,220,257,2010-06-08 02:26,2010-07-20 21:59,2010-06-08 02:26,2010-07-20 22:00,0
100088,15871,268,228,2011-09-09 19:39,2011-09-11 21:55,2011-09-09 19:39,2011-09-11 21:55,1
100089,19806,209,232,2011-06-25 05:38,2011-09-19 01:29,2011-06-25 05:38,2011-09-19 01:29,0
100090,18850,248,280,2011-09-14 07:47,2011-09-18 13:31,2011-09-14 07:48,2011-09-18 13:32,1
100091,14738,267,300,2011-09-18 04:40,2011-09-26 05:09,2011-09-18 04:41,2011-09-26 05:10,0
100092,12730,308,244,2011-08-23 15:59,2011-09-05 05:35,2011-08-23 15:59,2011-09-05 05:35,0
100093,13879,296,308,2011-06-10 19:19,2011-09-11 12:05,2011-06-10 19:19,2011-09-11 12:07,0
100094,13359,213,255,2010-02-06 19:17,2010-07-15 10:04,2010-02-06 19:18,2010-07-15 10:05,0
100095,16848,241,238,2011-08-19 05:21,2011-09-10 03:12,2011-08-19 05:22,2011-09-10 03:14,0
100096,13153,216,207,2010-08-17 23:39,2011-07-04 13:41,2010-08-17 23:40,2011-07-04 13:41,0
100097,10051,234,241,2010-05-31 03:10,2011-07-13 06:50,2010-05-31 03:10,2011-07-13 06:52,0
100098,10978,273,262,2011-01-23 23:35,2011-06-09 21:39,2011-01-23 23:36,2011-06-09 21:41,0
100099,13581,249,312,2010-11-23 02:27,2010-12-29 10:13,2010-11-23 02:28,2010-12-29 10:14,0
100100,17767,221,318,2011-04-05 10:30,2011-05-03 18:41,2011-04-05 10:31,2011-05-03 18:43,0
100101,15155,235,275,2010-02-15 23:22,2010-09-02 21:59,2010-02-15 23:23,2010-09-02 21:59,0
100102,15846,294,203,2010-04-27 22:07,2010-11-02 07:29,2010-04-27 22:08,2010-11-02 07:29,0
100103,11307,273,304,2010-12-17 03:29,2011-03-09 11:01,2010-12-17 03:29,2011-03-09 11:01,1
100104,18805,218,301,2011-05-09 09:01,2011-07-09 23:49,2011-05-09 09:01,2011-07-09 23:51,0
100105,12770,261,281,2010-12-25 09:46,2011-02-23 00:34,2010-12-25 09:47,2011-02-23 00:34,1
100106,14293,303,235,2010-03-20 08:21,2010-03-27 08:02,2010-03-20 08:23,2010-03-27 08:02,1
100107,12755,287,304,2011-08-10 02:06,2011-09-08 10:13,2011-08-10 02:07,2011-09-08 10:14,0
100108,11318,243,219,2010-02-11 01:56,2010-09-14 22:21,2010-02-11 01:57,2010-09-14 22:23,0
100109,16939,215,279,2010-09-03 14:06,2010-11-08 21:50,2010-09-03 14:08,2010-11-08 21:50,1
100110,12065,237,270,2010-08-26 09:47,2011-05-01 06:20,2010-08-26 09:49,2011-05-01 06:21,1
100111,11557,307,272,2011-06-13 17:32,2011-09-02 22:40,2011-06-13 17:33,2011-09-02 22:40,0
100112,14430,232,200,2011-03-01 05:45,2011-08-15 15:22,2011-03-01 05:46,2011-08-15 15:23,0
100113,12542,208,252,2010-01-10 16:12,2010-03-18 05:07,2010-01-10 16:13,2010-03-18 05:08,0
100114,18647,232,314,2010-03-02 21:01,2010-06-24 01:29,2010-03-02 21:01,2010-06-24 01:30,1
100115,18695,281,295,2010-11-07 13:36,2011-01-07 01:59,2010-11-07 13:37,2011-01-07 02:01,1
100116,16980,239,301,2010-03-25 13:26,2010-05-26 09:46,2010-03-25 13:28,2010-05-26 09:47,0
100117,18247,312,315,2010-12-16 17:39,2011-06-22 06:56,2010-12-16 17:41,2011-06-22 06:58,0
100118,11260,268,262,2010-05-11 16:15,2010-06-15 16:04,2010-05-11 16:17,2010-06-15 16:05,0
100119,12799,274,206,2010-03-30 05:54,2010-07-23 12:46,2010-03-30 05:56,2010-07-23 12:46,0
100120,13277,295,210,2010-11-23 15:07,2011-07-17 14:49,2010-11-23 15:08,2011-07-17 14:49,0
100121,12029,302,233,2010-09-07 12:28,2011-03-29 11:38,2010-09-07 12:29,2011-03-29 11:39,0
100122,10534,284,227,2011-05-29 14:23,2011-06-10 01:01,2011-05-29 14:25,2011-06-10 01:03,0
100123,18016,307,268,2010-03-27 13:40,2010-08-24 13:14,2010-03-27 13:42,2010-08-24 13:15,1
100124,14531,243,203,2011-07-28 12:55,2011-08-17 04:24,2011-07-28 12:55,2011-08-17 04:25,0
100125,18083,280,294,2010-03-08 03:37,2010-04-29 05:19,2010-03-08 03:39,2010-04-29 05:21,0
100126,10927,250,269,2010-11-05 04:37,2011-03-01 14:25,2010-11-05 04:37,2011-03-01 14:27,0
100127,19843,260,203,2010-06-04 16:26,2010-12-12 23:34,2010-06-04 16:27,2010-12-12 23:34,0
100128,16665,280,253,2011-08-13 20:05,2011-09-08 04:21,2011-08-13 20:05,2011-09-08 04:22,1
100129,17289,222,238,2011-02-22 02:10,2011-07-27 18:57,2011-02-22 02:10,2011-07-27 18:58,0
100130,16331,254,245,2010-10-15 03:14,2011-05-19 16:55,2010-10-15 03:14,2011-05-19 16:57,0
100131,12185,312,210,2010-07-02 10:57,2010-07-07 23:19,2010-07-02 10:58,2010-07-07 23:20,1
100132,15515,264,252,2010-07-04 01:53,2010-09-23 14:15,2010-07-04 01:53,2010-09-23 14:16,0
100133,14658,249,209,2010-03-19 03:02,2011-02-16 12:54,2010-03-19 03:04,2011-02-16 12:55,1
100134,19203,243,294,2010-09-21 03:23,2011-02-11 12:40,2010-09-21 03:24,2011-02-11 12:41,0
100135,15125,241,316,2010-05-27 07:57,2010-10-22 16:27,2010-05-27 07:58,2010-10-22 16:29,0
100136,15137,281,274,2010-05-13 06:38,2010-10-30 20:07,2010-05-13 06:40,2010-10-30 20:08,0
100137,19335,264,222,2011-05-24 20:55,2011-09-24 13:56,2011-05-24 20:55,2011-09-24 13:57,0
100138,13558,228,278,2010-05-05 21:37,2010-09-11 17:57,2010-05-05 21:39,2010-09-11 17:58,0
100139,16155,281,292,2011-08-17 20:11,2011-09-02 08:37,2011-08-17 20:12,2011-09-02 08:37,0
100140,10980,211,255,2011-06-05 03:12,2011-09-27 08:36,2011-06-05 03:13,2011-09-27 08:37,0
100141,16885,299,315,2010-08-29 09:34,2011-02-24 10:16,2010-08-29 09:34,2011-02-24 10:17,1
100142,12953,254,235,2010-01-19 16:50,2010-03-05 15:05,2010-01-19 16:51,2010-03-05 15:06,0
100143,18711,314,258,2011-05-22 04:22,2011-06-06 14:53,2011-05-22 04:22,2011-06-06 14:54,0
100144,19251,300,242,2010-04-06 17:29,2010-05-09 12:37,2010-04-06 17:29,2010-05-09 12:37,1
100145,10807,269,216,2011-02-12 07:46,2011-03-18 15:39,2011-02-12 07:48,2011-03-18 15:40,0
100146,17628,249,316,2011-08-23 03:36,2011-09-11 19:42,2011-08-23 03:36,2011-09-11 19:43,0
100147,14185,248,267,2010-05-28 18:53,2011-09-17 05:02,2010-05-28 18:54,2011-09-17 05:03,0
100148,13849,205,299,2010-06-04 12:56,2010-06-16 16:54,2010-06-04 12:57,2010-06-16 16:55,0
100149,11183,295,310,2010-10-01 08:47,2011-03-06 01:48,2010-10-01 08:48,2011-03-06 01:48,0
100150,11015,303,287,2011-06-22 08:01,2011-09-11 06:29,2011-06-22 08:02,2011-09-11 06:31,0
100151,15157,308,250,2010-06-09 16:08,2011-09-22 16:05,2010-06-09 16:08,2011-09-22 16:06,0
100152,17699,221,267,2011-09-16 09:22,2011-09-24 16:24,2011-09-16 09:23,2011-09-24 16:25,0
100153,13327,278,225,2010-07-26 12:06,2010-09-13 18:11,2010-07-26 12:06,2010-09-13 18:12,0
100154,17663,235,264,2011-07-28 05:36,2011-09-08 17:13,2011-07-28 05:36,2011-09-08 17:13,0
100155,10531,259,296,2010-02-25 14:07,2011-06-03 12:16,2010-02-25 14:07,2011-06-03 12:18,0
100156,18990,252,223,2010-07-22 03:16,2011-01-10 03:55,2010-07-22 03:17,2011-01-10 03:57,0
100157,11424,233,293,2010-12-31 10:08,2011-04-10 07:53,2010-12-31 10:09,2011-04-10 07:54,1
100158,19948,256,284,2011-09-28 06:11,2011-09-29 14:11,2011-09-28 06:12,2011-09-29 14:11,0
100159,18822,263,223,2011-01-14 23:25,2011-04-20 21:21,2011-01-14 23:26,2011-04-20 21:22,0
100160,16323,224,280,2011-06-07 06:26,2011-08-19 05:35,2011-06-07 06:26,2011-08-19 05:36,0
100161,11032,241,308,2011-08-25 21:13,2011-09-21 11:52,2011-08-25 21:15,2011-09-21 11:54,0
100162,19044,305,290,2011-01-21 16:34,2011-04-23 13:22,2011-01-21 16:35,2011-04-23 13:23,0
100163,15549,314,273,2011-07-29 09:20,2011-09-17 23:29,2011-07-29 09:21,2011-09-17 23:30,0
100164,10589,216,237,2010-07-13 13:12,2011-05-04 18:56,2010-07-13 13:13,2011-05-04 18:57,0
100165,16042,260,239,2011-04-20 00:22,2011-06-20 09:24,2011-04-20 00:22,2011-06-20 09:24,0
100166,15323,229,240,2010-07-27 00:49,2011-05-27 09:40,2010-07-27 00:50,2011-05-27 09:41,0
100167,18464,257,200,2010-07-03 22:23,2010-08-27 19:24,2010-07-03 22:23,2010-08-27 19:25,1
100168,19381,297,218,2010-09-10 07:28,2011-06-25 04:29,2010-09-10 07:28,2011-06-25 04:30,0
100169,12031,282,248,2010-06-09 13:53,2011-03-08 20:21,2010-06-09 13:53,2011-03-08 20:23,0
100170,15141,302,200,2011-05-21 17:58,2011-06-21 19:31,2011-05-21 17:59,2011-06-21 19:32,1
100171,18015,226,231,2010-08-03 13:08,2010-12-10 07:22,2010-08-03 13:08,2010-12-10 07:24,0
100172,15879,298,272,2011-04-22 13:38,2011-09-12 19:45,2011-04-22 13:38,2011-09-12 19:45,1
100173,12398,282,245,2010-10-15 05:06,2011-06-05 11:26,2010-10-15 05:08,2011-06-05 11:26,0
100174,12211,256,298,2010-07-23 02:27,2010-10-15 19:05,2010-07-23 02:29,2010-10-15 19:06,0
100175,16913,284,317,2011-04-17 20:49,2011-08-19 17:28,2011-04-17 20:50,2011-08-19 17:29,1
100176,19229,213,283,2010-09-28 00:56,2010-11-20 18:18,2010-09-28 00:56,2010-11-20 18:19,0
100177,12127,231,253,2011-08-04 12:03,2011-08-24 13:48,2011-08-04 12:03,2011-08-24 13:49,1
100178,12030,311,300,2010-05-19 15:30,2010-12-20 02:33,2010-05-19 15:31,2010-12-20 02:34,0
100179,10879,250,237,2011-09-28 02:19,2011-09-29 19:14,2011-09-28 02:20,2011-09-29 19:15,0
100180,13961,203,254,2011-08-24 15:46,2011-09-22 13:00,2011-08-24 15:47,2011-09-22 13:02,0
100181,19918,204,252,2011-01-19 07:03,2011-09-21 17:49,2011-01-19 07:04,2011-09-21 17:50,0
100182,12487,266,252,2010-12-05 20:04,2011-03-17 02:24,2010-12-05 20:05,2011-03-17 02:26,0
100183,16423,278,236,2010-11-22 12:05,2011-07-04 14:45,2010-11-22 12:07,2011-07-04 14:45,0
100184,14217,218,282,2010-10-30 04:57,2011-04-14 13:58,2010-10-30 04:57,2011-04-14 13:58,1
100185,15499,275,244,2010-10-20 11:15,2011-02-18 10:40,2010-10-20 11:16,2011-02-18 10:41,0
100186,18582,267,282,2010-04-21 03:31,2010-07-09 02:54,2010-04-21 03:31,2010-07-09 02:55,0
100187,18658,242,313,2010-06-04 13:38,2010-12-07 03:25,2010-06-04 13:38,2010-12-07 03:25,1
100188,10686,230,264,2010-01-11 13:13,2011-09-07 10:12,2010-01-11 13:14,2011-09-07 10:14,0
100189,11177,315,215,2011-01-03 06:32,2011-02-24 08:15,2011-01-03 06:33,2011-02-24 08:16,0
100190,11579,232,315,2010-03-13 19:33,2011-03-17 13:10,2010-03-13 19:34,2011-03-17 13:10,0
100191,13917,261,211,2011-09-04 16:39,2011-09-08 02:08,2011-09-04 16:40,2011-09-08 02:09,0
100192,16315,271,219,2010-07-10 07:42,2011-03-21 03:29,2010-07-10 07:42,2011-03-21 03:29,0
100193,14070,240,268,2011-07-13 05:12,2011-09-03 10:24,2011-07-13 05:14,2011-09-03 10:25,0
100194,15501,278,260,2010-02-07 03:43,2011-03-07 18:52,2010-02-07 03:44,2011-03-07 18:52,0
100195,14890,260,275,2010-01-25 03:49,2010-11-30 10:17,2010-01-25 03:50,2010-11-30 10:17,0
100196,15362,242,252,2010-01-11 13:11,2011-04-04 22:40,2010-01-11 13:12,2011-04-04 22:41,0
100197,16140,240,247,2011-02-20 20:55,2011-03-04 04:29,2011-02-20 20:56,2011-03-04 04:30,0
100198,11386,253,262,2010-01-27 06:10,2010-10-25 07:33,2010-01-27 06:11,2010-10-25 07:33,0
100199,16908,309,245,2010-12-27 04:52,2011-05-05 10:48,2010-12-27 04:53,2011-05-05 10:50,0
100200,16437,232,238,2010-01-30 06:56,2011-07-13 23:33,2010-01-30 06:56,2011-07-13 23:33,0
100201,14006,219,237,2010-08-21 20:23,2011-02-19 20:44,2010-08-21 20:25,2011-02-19 20:45,0
100202,11960,300,246,2011-07-05 05:33,2011-07-21 00:10,2011-07-05 05:35,2011-07-21 00:10,0
100203,19356,295,309,2011-09-18 16:21,2011-09-25 03:27,2011-09-18 16:21,2011-09-25 03:27,0
100204,10135,205,270,2010-08-22 09:20,2010-09-09 07:57,2010-08-22 09:21,2010-09-09 07:59,0
100205,14599,241,317,2010-07-28 16:14,2011-07-17 12:17,2010-07-28 16:14,2011-07-17 12:18,0
100206,12104,302,280,2011-04-21 13:31,2011-04-24 07:40,2011-04-21 13:32,2011-04-24 07:41,0
100207,11782,204,228,2011-03-01 21:04,2011-06-15 22:36,2011-03-01 21:05,2011-06-15 22:37,0
100208,19504,206,228,2010-06-30 07:11,2010-11-09 08:13,2010-06-30 07:11,2010-11-09 08:14,0
100209,14082,286,249,2011-09-19 13:01,2011-09-29 04:40,2011-09-19 13:01,2011-09-29 04:41,1
100210,15984,285,265,2010-02-16 22:26,2011-02-02 08:31,2010-02-16 22:27,2011-02-02 08:32,0
100211,10878,254,241,2010-12-12 02:46,2011-09-25 06:33,2010-12-12 02:46,2011-09-25 06:33,0
100212,13310,284,316,2010-09-11 03:27,2011-05-20 00:09,2010-09-11 03:27,2011-05-20 00:10,0
100213,18897,213,292,2011-09-26 14:40,2011-09-27 12:04,2011-09-26 14:41,2011-09-27 12:06,1
100214,11789,239,285,2011-09-29 20:04,2011-09-30 06:39,2011-09-29 20:04,2011-09-30 06:40,0
100215,10084,308,253,2010-11-25 21:10,2011-09-02 01:41,2010-11-25 21:11,2011-09-02 01:41,0
100216,13016,238,313,2011-08-07 11:01,2011-08-16 13:00,2011-08-07 11:02,2011-08-16 13:01,0
100217,12743,282,216,2011-09-12 15:48,2011-09-17 22:23,2011-09-12 15:49,2011-09-17 22:24,0
100218,17673,245,315,2011-09-11 09:30,2011-09-29 22:10,2011-09-11 09:32,2011-09-29 22:12,0
100219,17277,218,308,2010-03-31 13:11,2010-07-20 00:56,2010-03-31 13:12,2010-07-20 00:58,0
100220,15537,285,263,2011-01-05 05:11,2011-09-02 16:06,2011-01-05 05:13,2011-09-02 16:08,0
100221,10117,286,294,2010-05-14 07:53,2010-09-03 20:16,2010-05-14 07:54,2010-09-03 20:17,0
100222,11617,247,300,2011-08-07 15:01,2011-09-08 21:44,2011-08-07 15:02,2011-09-08 21:45,0
100223,11475,231,253,2011-03-27 00:15,2011-08-25 07:56,2011-03-27 00:16,2011-08-25 07:56,0
100224,12624,207,208,2010-03-15 09:15,2011-01-18 07:04,2010-03-15 09:16,2011-01-18 07:05,0
100225,14742,313,255,2010-04-30 21:23,2011-09-25 14:20,2010-04-30 21:24,2011-09-25 14:21,0
100226,13460,275,312,2011-03-30 06:25,2011-05-26 07:00,2011-03-30 06:25,2011-05-26 07:01,0
100227,16798,288,228,2010-07-10 06:53,2011-03-09 07:28,2010-07-10 06:53,2011-03-09 07:29,0
100228,13251,249,289,2011-03-07 22:18,2011-09-04 17:03,2011-03-07 22:18,2011-09-04 17:04,0
100229,18855,313,255,2010-06-01 16:39,2010-09-06 03:48,2010-06-01 16:40,2010-09-06 03:48,1
100230,18960,236,220,2010-10-01 17:57,2010-11-21 06:37,2010-10-01 17:58,2010-11-21 06:38,0
100231,16989,263,253,2011-08-08 20:58,2011-08-16 04:19,2011-08-08 21:00,2011-08-16 04:19,0
100232,11626,308,318,2010-12-12 00:23,2011-09-26 06:27,2010-12-12 00:23,2011-09-26 06:28,0
100233,12298,256,283,2010-10-19 05:04,2011-05-08 07:02,2010-10-19 05:05,2011-05-08 07:04,1
100234,15012,241,284,2011-03-17 09:35,2011-04-22 12:52,2011-03-17 09:35,2011-04-22 12:53,1
100235,10667,312,282,2010-11-11 13:01,2011-07-25 12:56,2010-11-11 13:01,2011-07-25 12:57,0
100236,13755,243,285,2010-11-12 14:44,2011-02-05 18:37,2010-11-12 14:45,2011-02-05 18:38,0
100237,18024,235,303,2011-04-22 10:21,2011-09-15 17:39,2011-04-22 10:23,2011-09-15 17:40,1
100238,14597,255,304,2010-03-02 07:26,2011-08-01 15:51,2010-03-02 07:27,2011-08-01 15:52,0
100239,10512,201,274,2010-12-18 22:22,2011-04-18 21:09,2010-12-18 22:23,2011-04-18 21:09,0
100240,16491,318,201,2011-09-02 09:06,2011-09-24 10:40,2011-09-02 09:07,2011-09-24 10:41,0
100241,12891,200,279,2010-07-24 13:33,2011-07-08 15:32,2010-07-24 13:34,2011-07-08 15:32,0
100242,19551,308,282,2010-01-22 16:34,2011-04-01 19:49,2010-01-22 16:35,2011-04-01 19:49,0
100243,14302,293,219,2010-02-28 06:37,2010-05-25 10:57,2010-02-28 06:37,2010-05-25 10:57,0
100244,16845,204,216,2011-06-23 04:15,2011-08-09 19:06,2011-06-23 04:16,2011-08-09 19:06,0
100245,11352,302,273,2010-02-25 00:41,2010-06-27 05:20,2010-02-25 00:43,2010-06-27 05:20,0
100246,17610,247,236,2010-08-04 20:01,2011-06-16 04:15,2010-08-04 20:02,2011-06-16 04:16,0
100247,11874,267,223,2010-10-02 19:14,2011-07-31 07:51,2010-10-02 19:15,2011-07-31 07:51,1
100248,18958,236,306,2011-02-15 16:49,2011-09-03 14:43,2011-02-15 16:51,2011-09-03 14:44,0
100249,16657,226,297,2010-07-09 10:15,2011-04-15 19:22,2010-07-09 10:17,2011-04-15 19:24,0
