10022,2011-07-21 08:37,2011-08-05 07:52,2011-07-21 08:37,2011-08-05 07:53,340,4058
10023,2010-06-09 22:31,2010-07-11 00:12,2010-06-09 22:33,2010-07-11 00:13,366,4061
10024,2010-05-21 06:48,2011-04-16 22:47,2010-05-21 06:49,2011-04-16 22:47,352,4090
10025,2010-09-13 23:19,2010-11-09 03:52,2010-09-13 23:20,2010-11-09 03:52,335,4006
10026,2010-12-13 03:58,2011-09-28 06:08,2010-12-13 03:59,2011-09-28 06:09,348,4060
10027,2010-06-19 01:41,2011-08-14 07:29,2010-06-19 01:42,2011-08-14 07:29,308,4000
10028,2010-03-22 21:19,2011-01-09 15:13,2010-03-22 21:20,2011-01-09 15:14,347,4090
10029,2011-01-21 09:18,2011-02-01 15:48,2011-01-21 09:19,2011-02-01 15:49,302,4038
10030,2011-02-15 12:22,2011-05-23 13:45,2011-02-15 12:23,2011-05-23 13:46,303,4045
10031,2011-08-27 14:24,2011-09-02 05:29,2011-08-27 14:25,2011-09-02 05:29,374,4009
10032,2010-01-22 20:44,2010-05-02 22:14,2010-01-22 20:45,2010-05-02 22:15,362,4089
10033,2011-07-17 01:08,2011-09-27 04:40,2011-07-17 01:10,2011-09-27 04:42,334,4017
10034,2011-09-12 16:27,2011-09-19 11:23,2011-09-12 16:28,2011-09-19 11:23,371,4016
10035,2011-07-10 20:02,2011-09-05 05:04,2011-07-10 20:03,2011-09-05 05:05,327,4068
10036,2010-11-05 03:54,2011-06-14 01:02,2010-11-05 03:55,2011-06-14 01:03,376,4049
10037,2010-02-16 09:26,2011-08-08 00:32,2010-02-16 09:27,2011-08-08 00:33,314,4059
10038,2010-09-16 06:16,2011-04-16 03:29,2010-09-16 06:16,2011-04-16 03:29,373,4058
10039,2011-08-30 09:32,2011-09-22 09:14,2011-08-30 09:33,2011-09-22 09:15,302,4071
10040,2010-05-29 21:14,2011-08-26 20:43,2010-05-29 21:14,2011-08-26 20:43,345,4068
10041,2010-05-09 09:49,2010-05-29 15:21,2010-05-09 09:50,2010-05-29 15:22,364,4065
10042,2011-05-11 05:08,2011-07-29 20:47,2011-05-11 05:09,2011-07-29 20:48,348,4004
10043,2010-12-31 12:54,2011-02-21 00:59,2010-12-31 12:55,2011-02-21 01:00,373,4042
10044,2011-09-15 12:34,2011-09-24 07:20,2011-09-15 12:36,2011-09-24 07:20,333,4032
10045,2011-02-17 11:59,2011-04-04 12:24,2011-02-17 11:59,2011-04-04 12:25,353,4001
10046,2010-10-19 11:15,2011-05-15 18:25,2010-10-19 11:17,2011-05-15 18:27,371,4098
10047,2010-01-02 11:56,2010-10-23 05:05,2010-01-02 11:56,2010-10-23 05:05,316,4022
10048,2011-05-21 03:58,2011-06-30 17:13,2011-05-21 03:58,2011-06-30 17:14,376,4091
10049,2010-04-29 17:29,2011-06-28 19:19,2010-04-29 17:31,2011-06-28 19:19,304,4089
10050,2011-03-15 15:29,2011-04-10 09:08,2011-03-15 15:30,2011-04-10 09:09,328,4017
10051,2011-01-20 13:04,2011-06-21 00:03,2011-01-20 13:05,2011-06-21 00:04,315,4050
10052,2010-01-12 20:04,2011-03-05 16:54,2010-01-12 20:04,2011-03-05 16:54,377,4040
10053,2011-05-12 10:46,2011-06-07 01:47,2011-05-12 10:47,2011-06-07 01:48,336,4037
10054,2010-01-26 09:41,2011-09-12 23:27,2010-01-26 09:42,2011-09-12 23:28,370,4068
10055,2011-07-11 03:03,2011-08-27 12:33,2011-07-11 03:04,2011-08-27 12:35,346,4034
10056,2010-12-13 05:24,2011-01-15 08:13,2010-12-13 05:24,2011-01-15 08:13,333,4014
10057,2010-05-09 19:04,2011-03-12 21:49,2010-05-09 19:05,2011-03-12 21:49,308,4080
10058,2011-03-29 10:29,2011-08-03 12:49,2011-03-29 10:29,2011-08-03 12:51,312,4026
10059,2010-04-13 06:29,2011-05-21 21:03,2010-04-13 06:30,2011-05-21 21:03,328,4001
10060,2011-07-24 11:15,2011-08-03 12:52,2011-07-24 11:16,2011-08-03 12:52,342,4033
10061,2010-06-05 04:08,2011-08-24 04:12,2010-06-05 04:08,2011-08-24 04:13,349,4020
10062,2010-12-03 17:08,2011-09-18 00:24,2010-12-03 17:09,2011-09-18 00:25,370,4050
10063,2010-11-20 22:25,2010-12-23 09:15,2010-11-20 22:25,2010-12-23 09:15,358,4012
10064,2010-03-13 02:08,2010-04-13 12:01,2010-03-13 02:08,2010-04-13 12:02,347,4017
10065,2010-06-30 04:29,2010-11-20 19:27,2010-06-30 04:29,2010-11-20 19:28,372,4078
10066,2011-02-04 12:09,2011-04-13 08:48,2011-02-04 12:10,2011-04-13 08:50,323,4039
10067,2011-03-17 18:13,2011-08-17 10:34,2011-03-17 18:13,2011-08-17 10:36,307,4018
10068,2010-08-02 05:01,2010-12-05 06:11,2010-08-02 05:02,2010-12-05 06:12,376,4052
10069,2011-01-03 18:37,2011-05-09 04:56,2011-01-03 18:37,2011-05-09 04:57,364,4086
10070,2010-05-14 00:58,2010-12-02 10:27,2010-05-14 01:00,2010-12-02 10:27,303,4086
10071,2010-06-10 19:59,2010-11-01 23:56,2010-06-10 20:01,2010-11-01 23:58,336,4070
10072,2011-03-29 18:42,2011-09-30 00:18,2011-03-29 18:42,2011-09-30 00:19,327,4015
10073,2011-05-02 08:49,2011-09-22 16:01,2011-05-02 08:50,2011-09-22 16:03,337,4034
10074,2011-05-18 00:53,2011-06-01 04:55,2011-05-18 00:54,2011-06-01 04:55,306,4077
10075,2011-01-07 06:56,2011-06-14 06:08,2011-01-07 06:58,2011-06-14 06:08,318,4084
10076,2010-04-26 07:20,2011-06-12 04:29,2010-04-26 07:22,2011-06-12 04:30,309,4076
10077,2011-03-11 04:37,2011-08-14 03:51,2011-03-11 04:38,2011-08-14 03:52,375,4038
10078,2010-02-09 16:15,2010-10-29 10:49,2010-02-09 16:17,2010-10-29 10:49,333,4006
10079,2010-10-07 12:23,2010-11-30 10:09,2010-10-07 12:24,2010-11-30 10:09,332,4081
10080,2011-03-06 20:35,2011-07-25 12:50,2011-03-06 20:36,2011-07-25 12:50,354,4087
10081,2011-07-31 18:11,2011-08-19 19:50,2011-07-31 18:11,2011-08-19 19:50,336,4038
10082,2010-01-06 00:15,2011-02-08 09:48,2010-01-06 00:17,2011-02-08 09:50,354,4007
10083,2011-02-26 06:12,2011-06-20 08:27,2011-02-26 06:13,2011-06-20 08:28,365,4036
10084,2011-08-19 15:42,2011-09-08 22:32,2011-08-19 15:44,2011-09-08 22:34,302,4092
10085,2011-03-18 19:13,2011-08-18 08:13,2011-03-18 19:14,2011-08-18 08:14,366,4088
10086,2010-03-17 07:43,2010-09-11 05:41,2010-03-17 07:43,2010-09-11 05:43,363,4026
10087,2010-06-02 20:30,2011-04-16 21:06,2010-06-02 20:32,2011-04-16 21:06,342,4076
10088,2010-02-08 14:05,2011-03-04 22:45,2010-02-08 14:06,2011-03-04 22:45,378,4090
10089,2010-07-06 06:29,2010-11-01 08:41,2010-07-06 06:30,2010-11-01 08:41,300,4048
10090,2010-04-16 03:24,2011-01-21 07:56,2010-04-16 03:25,2011-01-21 07:57,369,4064
10091,2010-01-28 07:23,2010-04-20 13:49,2010-01-28 07:23,2010-04-20 13:50,367,4053
10092,2010-11-10 17:58,2010-12-13 20:40,2010-11-10 17:59,2010-12-13 20:41,324,4040
10093,2010-10-13 17:20,2011-05-19 22:40,2010-10-13 17:21,2011-05-19 22:40,337,4018
10094,2011-02-10 13:27,2011-03-10 16:50,2011-02-10 13:28,2011-03-10 16:51,371,4098
10095,2011-05-27 17:59,2011-07-14 08:50,2011-05-27 18:01,2011-07-14 08:50,304,4097
10096,2011-05-17 10:37,2011-07-30 14:08,2011-05-17 10:39,2011-07-30 14:10,374,4056
10097,2011-06-09 09:11,2011-08-19 22:43,2011-06-09 09:11,2011-08-19 22:44,303,4032
10098,2011-02-04 14:02,2011-07-01 16:07,2011-02-04 14:02,2011-07-01 16:09,366,4031
10099,2011-07-04 18:40,2011-08-31 19:45,2011-07-04 18:41,2011-08-31 19:46,372,4035
10100,2010-05-19 06:40,2011-07-02 01:33,2010-05-19 06:41,2011-07-02 01:34,370,4075
10101,2010-06-07 12:45,2011-02-02 12:39,2010-06-07 12:46,2011-02-02 12:40,340,4030
10102,2011-04-13 04:18,2011-09-16 05:28,2011-04-13 04:19,2011-09-16 05:29,375,4038
10103,2010-10-22 02:01,2011-07-29 00:39,2010-10-22 02:01,2011-07-29 00:40,364,4015
10104,2011-09-05 06:50,2011-09-10 01:11,2011-09-05 06:51,2011-09-10 01:13,379,4074
10105,2010-11-18 19:58,2011-01-16 06:28,2010-11-18 19:59,2011-01-16 06:29,319,4033
10106,2011-06-23 18:01,2011-08-31 19:11,2011-06-23 18:02,2011-08-31 19:12,327,4010
10107,2011-03-03 12:12,2011-05-19 12:18,2011-03-03 12:13,2011-05-19 12:20,358,4063
10108,2010-06-11 00:53,2011-01-25 16:17,2010-06-11 00:54,2011-01-25 16:17,344,4073
10109,2010-02-18 06:45,2010-09-15 04:29,2010-02-18 06:45,2010-09-15 04:29,315,4034
10110,2011-01-08 12:18,2011-04-08 15:05,2011-01-08 12:18,2011-04-08 15:07,318,4081
10111,2011-04-25 10:31,2011-05-03 09:20,2011-04-25 10:32,2011-05-03 09:20,357,4052
10112,2010-03-07 10:14,2010-10-23 22:06,2010-03-07 10:15,2010-10-23 22:07,371,4009
10113,2011-01-11 17:22,2011-01-31 21:33,2011-01-11 17:23,2011-01-31 21:33,378,4016
10114,2011-04-04 10:24,2011-08-02 16:15,2011-04-04 10:25,2011-08-02 16:16,303,4043
10115,2011-02-18 00:42,2011-06-06 07:17,2011-02-18 00:44,2011-06-06 07:17,355,4000
10116,2010-12-18 04:34,2011-01-19 13:45,2010-12-18 04:34,2011-01-19 13:46,327,4089
10117,2011-01-27 21:33,2011-02-13 03:16,2011-01-27 21:35,2011-02-13 03:17,306,4045
10118,2011-04-15 05:28,2011-06-04 00:28,2011-04-15 05:28,2011-06-04 00:29,314,4031
10119,2010-07-26 13:28,2010-12-21 04:38,2010-07-26 13:28,2010-12-21 04:39,343,4035
10120,2011-04-30 19:04,2011-07-22 15:06,2011-04-30 19:05,2011-07-22 15:08,322,4053
10121,2011-04-22 15:59,2011-05-01 06:43,2011-04-22 16:00,2011-05-01 06:44,367,4026
10122,2011-03-06 00:24,2011-08-11 04:17,2011-03-06 00:25,2011-08-11 04:18,305,4061
10123,2011-04-07 04:36,2011-04-11 02:39,2011-04-07 04:37,2011-04-11 02:40,378,4054
10124,2010-06-22 00:50,2010-07-04 05:40,2010-06-22 00:51,2010-07-04 05:40,301,4042
10125,2010-07-04 08:19,2011-09-18 22:42,2010-07-04 08:21,2011-09-18 22:43,365,4084
10126,2011-05-25 14:52,2011-06-07 16:43,2011-05-25 14:53,2011-06-07 16:44,352,4092
10127,2011-03-29 18:41,2011-04-20 17:54,2011-03-29 18:43,2011-04-20 17:54,312,4050
10128,2011-03-03 12:28,2011-03-11 01:16,2011-03-03 12:29,2011-03-11 01:16,316,4048
10129,2011-05-01 08:08,2011-07-16 16:13,2011-05-01 08:10,2011-07-16 16:14,373,4017
10130,2010-08-30 08:26,2010-11-08 18:51,2010-08-30 08:27,2010-11-08 18:51,344,4007
10131,2010-10-13 14:33,2011-07-11 21:08,2010-10-13 14:34,2011-07-11 21:09,361,4073
10132,2010-03-17 04:11,2011-02-19 06:52,2010-03-17 04:11,2011-02-19 06:53,306,4086
10133,2010-07-04 10:10,2010-12-07 01:08,2010-07-04 10:10,2010-12-07 01:08,367,4006
10134,2010-09-07 12:05,2010-12-28 09:08,2010-09-07 12:05,2010-12-28 09:10,362,4040
10135,2011-09-06 07:37,2011-09-09 11:14,2011-09-06 07:38,2011-09-09 11:16,302,4082
10136,2011-08-04 14:26,2011-08-09 09:03,2011-08-04 14:26,2011-08-09 09:04,367,4007
10137,2011-09-29 13:32,2011-09-29 23:25,2011-09-29 13:32,2011-09-29 23:25,353,4013
10138,2011-07-14 18:22,2011-07-16 15:38,2011-07-14 18:24,2011-07-16 15:39,353,4064
10139,2010-07-19 11:10,2010-08-17 22:01,2010-07-19 11:12,2010-08-17 22:01,337,4068
10140,2010-08-19 01:09,2010-11-13 12:37,2010-08-19 01:09,2010-11-13 12:38,348,4010
10141,2011-07-18 20:19,2011-09-23 11:39,2011-07-18 20:20,2011-09-23 11:40,345,4095
10142,2011-06-11 23:24,2011-06-26 09:15,2011-06-11 23:25,2011-06-26 09:16,307,4014
10143,2010-04-10 00:10,2010-10-07 16:45,2010-04-10 00:11,2010-10-07 16:46,300,4096
10144,2010-03-15 20:28,2010-07-22 21:02,2010-03-15 20:28,2010-07-22 21:02,344,4090
10145,2010-06-03 18:04,2011-01-26 07:00,2010-06-03 18:05,2011-01-26 07:01,371,4021
10146,2010-03-25 01:06,2010-05-26 23:50,2010-03-25 01:06,2010-05-26 23:52,307,4054
10147,2010-03-08 21:48,2010-04-11 00:23,2010-03-08 21:48,2010-04-11 00:24,312,4092
10148,2010-10-26 10:11,2011-09-27 22:43,2010-10-26 10:12,2011-09-27 22:44,307,4018
10149,2010-12-30 21:01,2011-03-17 00:02,2010-12-30 21:03,2011-03-17 00:02,315,4052
10150,2010-04-29 13:19,2011-04-28 15:09,2010-04-29 13:20,2011-04-28 15:10,340,4060
10151,2010-05-24 22:18,2011-08-02 17:57,2010-05-24 22:19,2011-08-02 17:58,340,4093
10152,2011-02-14 05:59,2011-04-23 01:30,2011-02-14 06:01,2011-04-23 01:30,302,4071
10153,2011-09-16 10:29,2011-09-24 03:52,2011-09-16 10:30,2011-09-24 03:54,344,4035
10154,2010-01-15 09:39,2010-10-01 00:00,2010-01-15 09:40,2010-10-01 00:02,374,4066
10155,2011-04-30 07:44,2011-06-19 16:17,2011-04-30 07:46,2011-06-19 16:18,321,4026
10156,2010-02-23 12:55,2010-06-20 15:50,2010-02-23 12:56,2010-06-20 15:50,378,4004
10157,2011-04-30 05:25,2011-04-30 16:54,2011-04-30 05:26,2011-04-30 16:54,356,4002
10158,2011-09-15 11:28,2011-09-22 20:05,2011-09-15 11:28,2011-09-22 20:05,366,4084
10159,2010-01-04 20:12,2010-04-02 14:07,2010-01-04 20:13,2010-04-02 14:09,358,4090
10160,2011-01-01 11:03,2011-04-19 02:06,2011-01-01 11:04,2011-04-19 02:07,351,4008
10161,2010-10-21 02:02,2010-11-05 17:33,2010-10-21 02:03,2010-11-05 17:33,329,4089
10162,2010-11-29 17:47,2011-01-12 23:35,2010-11-29 17:48,2011-01-12 23:36,313,4088
10163,2010-08-20 00:51,2011-09-23 00:06,2010-08-20 00:52,2011-09-23 00:08,301,4015
10164,2011-06-14 16:36,2011-08-03 17:56,2011-06-14 16:38,2011-08-03 17:57,333,4034
10165,2010-12-01 06:57,2011-06-18 10:27,2010-12-01 06:57,2011-06-18 10:28,354,4024
10166,2011-04-30 06:27,2011-06-14 16:19,2011-04-30 06:29,2011-06-14 16:20,376,4000
10167,2010-03-14 04:11,2010-07-31 08:52,2010-03-14 04:13,2010-07-31 08:53,351,4055
10168,2011-08-05 15:14,2011-09-21 15:05,2011-08-05 15:15,2011-09-21 15:05,330,4013
10169,2010-02-10 22:56,2010-10-25 17:31,2010-02-10 22:57,2010-10-25 17:31,352,4004
10170,2011-01-27 20:52,2011-05-15 12:48,2011-01-27 20:52,2011-05-15 12:49,373,4006
10171,2010-10-20 17:51,2011-08-05 23:32,2010-10-20 17:52,2011-08-05 23:33,311,4050
10172,2011-05-17 13:55,2011-07-14 22:37,2011-05-17 13:56,2011-07-14 22:38,302,4091
10173,2011-06-24 03:30,2011-06-25 20:53,2011-06-24 03:31,2011-06-25 20:53,367,4047
10174,2011-02-18 01:01,2011-03-09 14:25,2011-02-18 01:02,2011-03-09 14:26,344,4086
10175,2011-06-12 12:34,2011-08-26 02:55,2011-06-12 12:34,2011-08-26 02:55,364,4003
10176,2010-11-16 13:23,2011-04-25 02:28,2010-11-16 13:25,2011-04-25 02:29,378,4037
10177,2010-04-05 02:59,2010-12-10 08:14,2010-04-05 03:00,2010-12-10 08:14,315,4005
10178,2010-08-22 13:23,2010-11-14 21:56,2010-08-22 13:23,2010-11-14 21:57,321,4018
10179,2010-03-10 11:33,2010-04-22 07:12,2010-03-10 11:34,2010-04-22 07:13,377,4037
10180,2010-10-26 22:51,2011-07-19 09:16,2010-10-26 22:53,2011-07-19 09:18,369,4092
10181,2010-12-01 15:30,2011-06-24 09:47,2010-12-01 15:31,2011-06-24 09:48,356,4095
10182,2010-11-06 08:27,2011-06-28 18:44,2010-11-06 08:29,2011-06-28 18:45,368,4055
10183,2011-03-26 22:19,2011-09-29 05:02,2011-03-26 22:21,2011-09-29 05:04,333,4045
10184,2010-04-12 11:55,2011-02-27 03:12,2010-04-12 11:56,2011-02-27 03:13,366,4082
10185,2010-07-03 02:51,2011-07-12 19:03,2010-07-03 02:52,2011-07-12 19:03,339,4096
10186,2011-04-14 08:06,2011-07-12 12:23,2011-04-14 08:06,2011-07-12 12:24,344,4006
10187,2011-07-15 12:42,2011-07-15 23:58,2011-07-15 12:43,2011-07-15 23:58,371,4097
10188,2010-11-16 02:46,2011-05-27 05:44,2010-11-16 02:47,2011-05-27 05:45,357,4078
10189,2010-05-11 00:36,2010-12-17 23:33,2010-05-11 00:38,2010-12-17 23:34,350,4096
10190,2010-06-07 01:17,2010-07-19 06:46,2010-06-07 01:19,2010-07-19 06:47,376,4069
10191,2011-07-03 04:55,2011-08-25 10:19,2011-07-03 04:55,2011-08-25 10:19,307,4059
10192,2011-07-20 11:34,2011-07-21 09:47,2011-07-20 11:35,2011-07-21 09:49,354,4025
10193,2010-11-26 14:39,2011-02-10 11:06,2010-11-26 14:40,2011-02-10 11:08,304,4049
10194,2010-02-03 16:17,2011-03-04 05:10,2010-02-03 16:17,2011-03-04 05:10,304,4026
10195,2011-03-26 01:08,2011-09-17 16:26,2011-03-26 01:10,2011-09-17 16:26,330,4073
10196,2011-01-23 05:01,2011-07-21 19:04,2011-01-23 05:02,2011-07-21 19:06,325,4063
10197,2010-07-13 20:51,2010-09-09 18:44,2010-07-13 20:52,2010-09-09 18:45,361,4057
10198,2010-01-21 06:11,2010-05-09 01:42,2010-01-21 06:12,2010-05-09 01:44,307,4013
10199,2011-07-06 11:51,2011-08-30 02:16,2011-07-06 11:52,2011-08-30 02:16,366,4033
10200,2011-06-26 11:02,2011-09-19 10:45,2011-06-26 11:02,2011-09-19 10:47,354,4023
10201,2011-06-12 07:43,2011-06-14 00:09,2011-06-12 07:45,2011-06-14 00:10,343,4010
10202,2010-04-19 06:41,2011-02-07 05:34,2010-04-19 06:42,2011-02-07 05:35,316,4068
10203,2010-03-22 22:36,2010-09-21 18:32,2010-03-22 22:37,2010-09-21 18:34,362,4075
10204,2011-03-16 16:20,2011-07-24 00:44,2011-03-16 16:21,2011-07-24 00:45,310,4013
10205,2010-11-18 17:34,2010-11-19 05:28,2010-11-18 17:36,2010-11-19 05:28,336,4039
10206,2010-03-15 16:36,2011-07-07 01:25,2010-03-15 16:37,2011-07-07 01:27,340,4038
10207,2010-01-10 15:00,2010-10-23 14:05,2010-01-10 15:01,2010-10-23 14:05,371,4032
10208,2010-03-02 23:38,2011-07-18 01:27,2010-03-02 23:39,2011-07-18 01:28,322,4096
10209,2010-01-09 13:28,2010-09-01 07:14,2010-01-09 13:29,2010-09-01 07:14,305,4071
10210,2011-03-12 12:00,2011-06-02 00:29,2011-03-12 12:01,2011-06-02 00:31,325,4003
10211,2010-06-02 06:18,2011-02-03 15:08,2010-06-02 06:19,2011-02-03 15:09,329,4068
10212,2010-04-16 15:12,2010-12-11 13:13,2010-04-16 15:13,2010-12-11 13:15,345,4065
10213,2011-05-06 19:59,2011-09-22 19:16,2011-05-06 20:01,2011-09-22 19:17,367,4032
10214,2010-04-15 10:22,2011-09-22 04:39,2010-04-15 10:24,2011-09-22 04:41,332,4064
10215,2011-06-08 01:34,2011-08-12 00:28,2011-06-08 01:34,2011-08-12 00:29,358,4038
10216,2010-04-04 13:57,2011-09-26 05:09,2010-04-04 13:58,2011-09-26 05:09,355,4011
10217,2011-05-07 07:48,2011-05-15 01:20,2011-05-07 07:48,2011-05-15 01:21,319,4061
10218,2010-04-19 22:34,2010-12-17 00:08,2010-04-19 22:34,2010-12-17 00:08,343,4069
10219,2010-03-01 14:36,2010-11-03 06:17,2010-03-01 14:37,2010-11-03 06:18,359,4047
10220,2010-01-15 02:21,2010-03-17 16:21,2010-01-15 02:21,2010-03-17 16:22,350,4007
10221,2010-06-01 16:41,2010-06-19 02:07,2010-06-01 16:42,2010-06-19 02:08,332,4049
10222,2010-02-28 02:14,2011-08-10 20:34,2010-02-28 02:15,2011-08-10 20:35,363,4060
10223,2010-12-20 19:56,2011-08-01 04:10,2010-12-20 19:57,2011-08-01 04:11,343,4021
10224,2011-01-02 08:57,2011-01-10 02:59,2011-01-02 08:58,2011-01-10 03:00,308,4063
10225,2010-08-19 03:29,2011-03-30 04:59,2010-08-19 03:30,2011-03-30 05:00,325,4002
10226,2010-09-13 10:58,2010-11-10 17:59,2010-09-13 10:59,2010-11-10 18:00,302,4070
10227,2010-08-27 19:44,2011-05-23 19:10,2010-08-27 19:45,2011-05-23 19:11,311,4041
10228,2010-12-27 03:15,2011-08-24 22:00,2010-12-27 03:15,2011-08-24 22:01,319,4031
10229,2010-08-15 22:17,2010-11-10 22:29,2010-08-15 22:17,2010-11-10 22:30,329,4036
10230,2010-11-09 02:09,2011-02-01 16:27,2010-11-09 02:09,2011-02-01 16:27,321,4043
10231,2011-08-25 13:12,2011-09-06 17:18,2011-08-25 13:13,2011-09-06 17:18,354,4029
10232,2011-06-10 02:59,2011-06-16 23:09,2011-06-10 02:59,2011-06-16 23:09,339,4094
10233,2011-08-24 02:38,2011-09-18 19:20,2011-08-24 02:38,2011-09-18 19:20,348,4027
10234,2010-04-16 04:42,2010-05-20 00:55,2010-04-16 04:43,2010-05-20 00:56,327,4094
10235,2011-05-09 13:50,2011-05-25 20:38,2011-05-09 13:50,2011-05-25 20:39,358,4037
10236,2011-09-17 04:10,2011-09-29 08:15,2011-09-17 04:11,2011-09-29 08:16,348,4063
10237,2011-03-31 01:45,2011-09-05 04:03,2011-03-31 01:45,2011-09-05 04:04,302,4082
10238,2010-12-18 15:05,2011-03-15 11:29,2010-12-18 15:06,2011-03-15 11:30,372,4072
10239,2010-06-01 08:08,2011-07-10 16:57,2010-06-01 08:09,2011-07-10 16:57,351,4066
10240,2010-03-27 04:59,2011-03-22 12:45,2010-03-27 05:00,2011-03-22 12:45,307,4028
10241,2011-02-03 20:34,2011-08-22 10:05,2011-02-03 20:36,2011-08-22 10:07,308,4037
10242,2011-07-25 00:10,2011-09-12 06:48,2011-07-25 00:12,2011-09-12 06:48,347,4098
10243,2010-01-05 18:25,2010-10-19 16:49,2010-01-05 18:25,2010-10-19 16:50,356,4039
10244,2010-03-26 03:53,2011-06-14 20:52,2010-03-26 03:53,2011-06-14 20:52,330,4047
10245,2010-06-09 10:44,2011-04-15 03:37,2010-06-09 10:44,2011-04-15 03:38,360,4059
10246,2010-06-02 18:16,2010-11-07 14:49,2010-06-02 18:16,2010-11-07 14:49,329,4012
10247,2010-04-13 13:38,2010-12-29 11:23,2010-04-13 13:39,2010-12-29 11:25,312,4047
10248,2011-02-09 22:04,2011-05-15 03:44,2011-02-09 22:04,2011-05-15 03:44,354,4081
10249,2011-02-13 21:33,2011-03-28 22:33,2011-02-13 21:34,2011-03-28 22:35,341,4006
10250,2010-03-22 06:24,2010-03-24 21:37,2010-03-22 06:25,2010-03-24 21:37,320,4070
10251,2010-10-20 23:45,2011-06-03 19:11,2010-10-20 23:46,2011-06-03 19:12,373,4063
10252,2011-04-16 22:39,2011-06-10 00:38,2011-04-16 22:40,2011-06-10 00:39,328,4071
10253,2010-07-19 07:55,2011-02-24 07:51,2010-07-19 07:57,2011-02-24 07:52,327,4002
10254,2011-08-26 10:11,2011-09-11 07:21,2011-08-26 10:11,2011-09-11 07:22,323,4006
10255,2010-02-04 12:56,2010-03-14 12:07,2010-02-04 12:57,2010-03-14 12:08,339,4056
10256,2010-10-21 17:58,2011-09-13 16:44,2010-10-21 17:59,2011-09-13 16:44,356,4001
10257,2010-04-20 20:13,2010-05-02 11:16,2010-04-20 20:13,2010-05-02 11:16,329,4011
10258,2011-04-05 09:26,2011-09-28 13:23,2011-04-05 09:26,2011-09-28 13:24,313,4094
10259,2010-03-12 01:52,2010-11-11 20:33,2010-03-12 01:54,2010-11-11 20:34,360,4038
10260,2010-07-05 20:05,2010-09-19 03:57,2010-07-05 20:06,2010-09-19 03:58,322,4049
10261,2010-08-18 02:52,2010-10-02 06:45,2010-08-18 02:52,2010-10-02 06:46,376,4022
10262,2010-09-26 03:37,2011-09-30 14:01,2010-09-26 03:39,2011-09-30 14:02,300,4088
10263,2011-08-03 03:13,2011-09-06 09:20,2011-08-03 03:13,2011-09-06 09:22,313,4081
10264,2010-02-08 22:29,2010-09-16 00:38,2010-02-08 22:31,2010-09-16 00:38,307,4025
10265,2011-04-05 05:34,2011-04-07 22:02,2011-04-05 05:35,2011-04-07 22:02,341,4014
10266,2010-05-19 00:08,2011-08-06 19:10,2010-05-19 00:09,2011-08-06 19:10,374,4034
10267,2010-12-18 07:49,2011-05-07 00:23,2010-12-18 07:49,2011-05-07 00:24,345,4039
10268,2010-09-13 18:16,2011-08-28 23:31,2010-09-13 18:17,2011-08-28 23:32,346,4050
